order_id,product_id,quantity,price
1654,84,3,129.38
1654,93,8,69.88
1655,90,4,30.33
1655,107,1,44.57
1655,175,4,169.9
1655,97,1,109.46
1656,98,9,76.24
1657,60,5,140.03
1657,134,2,156.63
1657,26,9,126.4
1658,74,4,141.75
1658,168,9,154.04
1658,29,2,61.2
1658,51,10,66.78
1658,174,7,61.15
1659,137,9,196.77
1659,39,6,176.87
1659,180,3,167.37
1659,125,4,34.22
1660,185,1,107.98
1660,9,3,107.69
1661,160,10,81.58
1661,190,4,25.34
1661,120,9,64.83
1662,45,9,190.25
1662,6,8,162.7
1663,111,1,148.54
1664,132,6,153.23
1664,94,3,146.48
1665,159,6,138.03
1665,28,2,86.24
1665,39,9,16.85
1666,180,3,125.19
1666,51,1,73.96
1666,53,3,117.46
1666,163,1,48.68
1667,129,8,45.28
1667,53,2,141.86
1667,173,2,81.63
1667,86,1,199.67
1667,65,1,33.46
1668,107,9,189.88
1668,143,2,53.12
1668,167,1,100.57
1668,21,9,104.55
1669,111,1,11.96
1670,5,4,159.57
1670,124,9,75.78
1671,8,8,19.25
1672,144,6,175.87
1672,102,10,56.48
1672,27,8,65.59
1672,140,6,38.67
1672,156,5,154.06
1673,192,5,28.61
1673,77,5,114.09
1673,127,7,79.62
1673,35,3,116.96
1674,138,8,131.88
1674,154,9,14.74
1674,10,9,153.36
1674,5,4,184.45
1675,120,1,114.14
1676,197,2,44.37
1676,184,1,84.01
1677,129,5,18.3
1678,187,9,81.88
1678,130,9,194.05
1678,51,5,121.84
1678,48,5,32.59
1679,160,9,168.61
1680,180,5,124.91
1680,158,5,106.64
1680,197,5,133.03
1681,104,10,120.21
1682,183,1,90.2
1683,191,2,60.05
1683,46,1,161.98
1683,190,7,78.8
1684,46,2,150.77
1684,66,4,90.15
1684,162,1,148.2
1684,55,1,197.12
1684,55,10,111.73
1685,88,10,147.69
1685,55,1,137.93
1685,62,7,150.1
1686,97,1,78.2
1686,4,1,135.47
1686,125,7,58.3
1687,80,3,164.98
1687,193,4,100.48
1687,67,9,56.35
1688,37,4,125.61
1688,21,10,42.33
1688,29,1,33.62
1688,170,7,55.96
1688,14,5,170.61
1689,1,2,44.0
1689,171,5,88.17
1689,42,7,68.23
1689,54,3,101.97
1689,176,4,114.86
1690,31,7,44.55
1690,90,4,195.96
1690,25,9,21.55
1690,166,5,135.13
1691,66,3,102.14
1692,135,9,199.29
1693,37,2,188.11
1693,189,8,98.03
1694,123,6,146.7
1694,197,4,178.57
1694,121,10,184.73
1694,82,3,161.89
1695,95,3,188.33
1696,85,5,197.32
1696,138,1,92.08
1696,167,8,59.51
1697,114,10,160.84
1697,84,5,35.28
1697,168,9,148.46
1697,167,7,184.65
1697,86,10,81.7
1698,38,1,104.39
1699,134,1,138.63
1700,133,8,94.67
1700,122,1,92.82
1700,37,7,30.96
1701,64,5,143.76
1701,67,4,70.23
1701,55,1,196.74
1701,84,2,188.23
1701,109,4,111.64
1702,102,6,182.28
1702,53,5,77.29
1702,147,4,121.65
1702,59,5,78.85
1703,111,3,154.25
1703,10,8,172.27
1703,12,6,130.04
1703,197,1,126.26
1704,142,5,40.89
1704,198,8,85.69
1704,148,3,137.2
1704,62,6,14.3
1705,118,1,61.68
1705,104,9,96.62
1705,59,4,27.18
1706,96,6,102.4
1707,148,5,123.41
1707,10,7,115.43
1707,109,5,21.1
1707,73,4,56.41
1707,26,3,94.25
1708,45,6,198.62
1709,129,3,141.03
1710,163,3,151.64
1710,16,5,178.71
1710,100,9,33.49
1710,142,3,83.47
1710,86,5,181.69
1711,2,6,73.12
1712,39,10,76.25
1713,133,3,177.18
1713,106,5,36.17
1713,41,5,185.94
1714,50,7,52.84
1714,141,9,173.85
1715,8,2,181.4
1715,141,7,15.63
1716,167,2,180.8
1716,98,3,161.49
1716,116,9,60.86
1717,199,1,120.79
1717,85,10,92.21
1717,57,2,113.13
1717,64,3,27.45
1717,49,2,177.45
1718,53,7,149.42
1718,169,1,157.92
1718,120,10,107.18
1718,166,6,44.45
1719,90,8,127.88
1719,51,6,23.6
1720,89,5,121.78
1720,112,10,74.17
1720,167,9,53.08
1721,179,10,123.12
1722,31,6,39.9
1722,183,4,95.12
1723,169,6,165.59
1723,69,2,61.81
1723,39,3,127.4
1724,109,5,160.9
1724,133,4,57.69
1724,163,6,145.56
1724,168,4,102.06
1725,184,1,28.08
1725,145,5,99.66
1725,67,10,68.54
1726,66,2,27.27
1727,50,3,193.8
1727,126,2,136.63
1727,33,8,147.76
1728,142,8,137.33
1729,106,3,57.26
1729,109,7,197.87
1730,55,6,167.82
1730,192,3,53.52
1730,58,10,74.82
1731,196,8,153.67
1731,178,4,44.67
1731,194,7,110.76
1732,181,1,50.13
1733,46,9,33.28
1733,126,2,11.76
1733,68,10,136.46
1734,130,3,51.72
1734,142,4,47.42
1734,185,2,50.1
1734,128,3,156.89
1735,184,2,13.16
1736,180,4,89.15
1737,12,7,38.74
1738,134,6,115.16
1738,123,7,13.77
1739,190,5,186.29
1739,182,2,122.09
1739,125,4,75.73
1740,23,7,63.82
1740,36,2,193.66
1740,38,9,16.34
1740,34,1,136.24
1740,7,7,135.16
1741,126,7,76.18
1741,22,3,29.86
1742,14,5,102.27
1742,35,9,123.32
1742,62,1,56.99
1742,88,4,81.46
1743,79,5,11.79
1744,55,7,132.78
1744,110,10,111.65
1744,171,7,153.43
1745,188,5,51.33
1745,194,9,123.94
1745,63,8,63.69
1745,29,6,69.73
1746,17,3,107.74
1746,117,1,22.44
1746,57,3,162.39
1746,136,10,192.62
1747,171,10,73.44
1747,43,5,34.55
1747,174,5,78.91
1747,43,6,27.39
1748,105,1,82.41
1748,108,3,82.85
1748,185,8,175.63
1749,45,8,49.4
1749,198,8,189.38
1749,160,4,51.58
1749,30,6,20.78
1750,193,6,188.92
1751,7,10,187.67
1751,13,9,49.1
1752,92,9,101.66
1753,43,9,126.31
1753,55,8,118.63
1753,38,1,57.92
1753,94,8,96.16
1753,94,8,86.43
1754,165,6,173.42
1754,44,10,41.14
1754,28,7,194.19
1754,135,1,100.89
1754,134,9,89.56
1755,132,5,171.05
1755,157,10,11.25
1755,20,5,104.12
1756,77,1,172.62
1756,75,9,41.98
1756,130,5,139.18
1756,179,1,188.13
1757,192,7,75.43
1757,68,3,12.41
1758,81,4,41.78
1758,78,8,109.01
1758,8,10,118.85
1758,64,7,136.84
1758,167,1,152.3
1759,69,3,117.48
1760,148,5,105.77
1760,2,5,120.16
1761,119,3,59.63
1761,155,3,87.81
1762,42,8,21.7
1762,170,7,107.72
1762,46,8,147.33
1763,92,3,19.82
1763,142,4,49.9
1763,23,4,66.91
1764,170,9,61.35
1764,12,8,192.02
1765,123,6,192.39
1765,40,8,129.29
1765,140,7,190.69
1765,76,10,41.69
1765,51,1,18.04
1766,185,4,143.82
1766,145,10,99.42
1767,69,8,167.24
1767,39,7,162.42
1767,124,8,15.88
1767,70,10,171.35
1768,44,2,113.19
1768,77,10,170.3
1768,153,2,42.02
1768,26,8,163.27
1768,42,1,135.25
1769,24,4,190.67
1770,81,6,198.48
1771,28,3,39.46
1771,52,2,27.46
1772,70,6,168.57
1772,164,6,80.66
1772,120,8,123.14
1772,119,2,175.81
1772,156,10,144.86
1773,98,4,109.92
1773,113,1,188.1
1773,12,6,169.5
1773,128,5,142.53
1774,119,5,127.05
1774,116,8,151.33
1774,175,1,78.18
1775,42,4,123.37
1775,104,8,174.35
1775,127,3,65.35
1775,86,10,10.95
1776,168,4,40.68
1777,62,2,164.86
1777,6,3,129.04
1777,70,4,111.59
1777,146,2,129.89
1778,158,2,96.06
1778,42,10,147.41
1778,10,5,114.28
1779,30,7,32.56
1779,14,2,178.51
1779,166,5,23.82
1779,195,8,88.11
1779,195,3,99.07
1780,101,4,128.17
1780,42,4,175.87
1781,129,7,17.29
1782,48,2,36.67
1782,175,1,24.68
1782,184,5,167.25
1782,82,7,29.58
1783,173,3,172.57
1783,70,7,35.69
1784,113,1,189.48
1784,171,8,115.91
1784,179,8,191.02
1785,85,9,180.59
1785,82,1,84.81
1786,18,5,166.66
1786,113,7,167.47
1786,141,4,64.46
1787,52,1,114.6
1787,191,3,186.47
1788,152,5,187.39
1789,2,2,114.68
1789,68,9,188.86
1789,10,4,115.28
1789,159,8,55.07
1789,17,4,73.24
1790,118,5,27.14
1790,28,7,35.03
1790,41,7,122.77
1790,115,2,142.94
1791,181,6,69.95
1791,64,4,32.12
1792,74,10,33.99
1793,64,8,137.73
1793,185,5,63.63
1793,148,10,42.84
1794,140,5,149.84
1794,89,6,99.42
1795,13,4,195.6
1795,120,2,34.47
1795,17,1,27.17
1795,191,2,170.44
1796,50,7,57.35
1796,45,2,101.69
1796,42,4,107.74
1797,14,10,25.61
1797,65,8,166.65
1798,5,5,196.32
1798,99,4,148.44
1799,82,1,107.1
1799,56,7,111.43
1799,16,8,23.8
1799,153,5,166.4
1800,74,4,161.78
1800,179,5,172.93
1800,23,9,46.14
1800,80,3,190.55
1801,121,7,42.01
1801,110,10,141.16
1801,43,7,65.29
1801,182,2,36.23
1802,70,4,76.03
1802,41,9,97.19
1803,178,5,66.08
1803,25,3,94.81
1804,67,8,111.49
1804,33,10,46.11
1804,73,2,178.13
1804,18,6,102.08
1805,179,10,137.66
1805,190,6,189.68
1806,54,8,191.4
1806,162,7,140.69
1806,64,4,54.17
1807,167,10,74.23
1807,181,10,112.95
1808,115,10,186.52
1808,3,3,148.98
1809,63,6,44.27
1809,136,8,104.83
1810,133,6,10.67
1810,37,6,57.28
1810,103,8,15.0
1810,62,7,125.97
1811,9,2,109.3
1812,110,8,86.31
1812,108,4,147.29
1813,79,6,11.92
1813,45,10,12.99
1814,56,3,59.19
1814,157,1,125.56
1814,101,6,177.03
1814,106,9,30.74
1815,138,6,36.18
1815,157,8,97.32
1816,164,3,110.61
1816,17,6,17.37
1816,103,4,71.78
1817,150,6,83.75
1817,126,9,62.7
1817,53,2,158.0
1818,150,1,72.41
1818,83,4,14.95
1818,171,9,168.19
1818,81,5,21.18
1818,159,6,149.78
1819,163,1,14.93
1819,186,2,23.13
1819,59,10,156.99
1820,192,4,135.98
1821,116,1,87.53
1821,144,10,30.94
1821,95,3,184.06
1821,7,7,95.43
1821,32,8,102.04
1822,121,3,124.02
1822,122,8,84.42
1822,62,5,37.55
1822,193,10,111.47
1822,61,10,167.11
1823,179,5,17.38
1823,97,10,47.29
1824,28,8,60.46
1825,165,7,58.23
1825,88,2,108.0
1825,169,5,125.49
1826,125,9,74.92
1827,72,3,125.41
1827,177,6,155.39
1827,142,5,56.07
1827,118,1,174.91
1828,160,5,86.13
1828,66,9,68.07
1828,158,1,84.29
1828,60,10,182.24
1828,50,10,135.94
1829,196,6,98.27
1829,15,4,148.03
1830,118,8,139.12
1831,54,2,103.46
1831,135,4,107.17
1831,91,9,169.34
1831,132,9,78.17
1831,14,1,88.44
1832,128,7,13.28
1833,105,9,79.74
1833,74,8,129.68
1833,10,4,31.02
1833,35,10,106.46
1833,145,5,64.39
1834,162,1,46.47
1834,14,9,130.14
1834,106,10,190.74
1835,11,9,11.93
1835,197,9,95.72
1835,173,4,109.36
1835,70,10,73.19
1835,163,2,159.61
1836,26,7,66.67
1836,159,10,143.53
1836,129,10,55.96
1836,121,6,107.69
1837,73,4,102.54
1837,177,6,51.28
1837,184,9,95.39
1837,53,2,179.24
1837,57,1,163.28
1838,60,1,153.92
1838,32,4,170.57
1838,117,2,137.01
1839,111,8,186.77
1839,168,8,196.08
1839,110,9,130.04
1839,4,6,135.44
1840,161,3,116.33
1840,92,1,85.65
1840,11,5,187.24
1840,153,5,160.14
1841,28,5,186.55
1841,167,9,178.33
1842,3,10,20.84
1842,86,5,16.88
1843,39,6,117.72
1843,36,10,49.92
1843,154,3,81.51
1843,38,6,184.74
1844,177,4,111.16
1844,57,4,94.44
1844,65,5,22.72
1845,125,9,168.02
1845,169,7,85.24
1845,4,1,159.28
1845,51,1,39.3
1845,35,4,119.6
1846,183,4,182.48
1846,118,6,178.15
1846,36,7,78.64
1846,114,3,139.68
1846,153,2,186.63
1847,36,8,57.56
1847,72,1,187.77
1847,98,4,66.83
1847,82,1,105.3
1847,105,2,25.2
1848,55,4,74.01
1848,65,8,133.34
1848,76,8,144.77
1848,126,5,145.54
1848,134,3,13.95
1849,158,2,124.47
1850,117,8,173.45
1850,13,2,173.05
1850,107,2,174.96
1850,39,4,66.16
1850,141,8,104.14
1851,90,1,195.76
1852,66,6,180.02
1853,36,8,145.93
1853,124,2,133.81
1854,59,6,130.64
1854,177,7,177.45
1854,62,10,31.11
1855,41,7,159.86
1856,15,10,79.06
1856,145,8,18.99
1856,89,1,13.94
1856,6,4,147.77
1857,140,7,84.12
1857,109,9,130.63
1857,78,1,10.04
1857,186,7,60.52
1857,123,1,32.08
1858,129,8,160.2
1858,4,8,62.79
1858,185,1,123.39
1858,74,10,157.78
1859,27,2,170.39
1860,72,9,164.15
1860,140,7,135.33
1861,70,4,158.31
1861,149,10,19.61
1861,24,2,122.51
1862,182,5,193.51
1862,56,5,191.31
1862,135,1,102.09
1863,20,1,148.56
1863,88,9,17.05
1863,93,3,27.43
1864,18,10,83.14
1864,191,3,17.66
1864,149,5,116.97
1864,82,10,27.24
1864,162,10,146.9
1865,87,4,59.11
1865,90,4,117.0
1866,39,10,148.4
1866,115,8,169.96
1866,1,7,136.52
1866,97,3,75.01
1867,134,1,111.69
1867,126,8,163.08
1867,114,7,66.76
1867,131,10,158.01
1867,133,5,95.38
1868,40,8,184.2
1869,104,8,117.2
1869,135,7,94.92
1869,197,7,87.46
1869,200,1,64.61
1870,41,9,183.39
1871,8,3,23.19
1871,104,4,22.36
1871,12,7,48.68
1871,54,5,85.91
1872,117,6,92.2
1873,6,1,37.19
1873,152,1,13.43
1873,122,7,112.36
1873,180,8,146.69
1873,123,8,94.72
1874,147,9,32.72
1874,59,8,152.67
1874,179,8,141.91
1875,138,3,187.7
1875,168,6,129.19
1875,136,2,18.98
1875,176,7,118.85
1876,96,1,112.62
1876,184,8,176.47
1876,75,3,120.15
1876,22,2,49.82
1877,110,10,26.85
1877,59,4,153.42
1877,44,3,44.54
1878,192,7,162.34
1878,144,3,136.24
1879,31,10,127.42
1879,37,5,103.75
1879,128,1,73.74
1879,173,9,48.35
1879,108,5,140.16
1880,55,1,56.62
1880,149,9,27.22
1881,134,4,77.15
1881,169,5,155.32
1881,55,7,29.28
1881,172,7,20.02
1881,5,4,98.43
1882,48,4,83.44
1882,78,10,196.8
1882,90,3,37.83
1882,140,2,100.07
1882,166,4,182.96
1883,120,3,179.38
1883,195,9,46.14
1883,14,3,183.7
1884,116,2,152.49
1885,55,8,145.11
1885,197,10,180.47
1886,78,10,179.54
1886,97,9,86.34
1886,25,3,20.08
1887,128,1,151.6
1887,87,10,133.61
1887,121,10,34.64
1888,134,7,125.84
1889,139,10,47.61
1889,118,9,110.78
1889,159,7,110.99
1889,144,1,198.66
1890,51,3,193.64
1890,66,7,34.59
1890,117,4,199.97
1890,17,5,108.55
1890,108,2,171.31
1891,145,3,120.1
1891,71,6,50.17
1892,126,8,167.15
1892,58,7,75.92
1893,45,7,112.9
1893,125,9,140.77
1894,133,5,143.99
1894,57,2,51.43
1894,179,7,180.92
1894,30,6,38.06
1895,42,3,22.35
1895,187,6,34.92
1895,84,9,48.24
1896,156,3,182.46
1896,15,3,39.66
1897,118,7,122.46
1897,138,9,20.16
1898,3,1,154.76
1898,198,4,176.21
1899,171,8,146.11
1899,155,6,92.58
1899,82,5,99.1
1899,111,1,164.74
1899,9,3,147.05
1900,38,6,118.16
1900,167,8,152.77
1900,79,6,181.78
1900,37,3,199.26
1901,142,3,102.34
1901,48,8,162.55
1901,138,5,146.81
1901,114,2,170.77
1902,32,5,188.19
1902,17,2,69.49
1903,90,8,163.18
1903,21,4,63.39
1903,123,3,105.33
1903,166,3,113.41
1903,120,4,96.58
1904,86,7,193.01
1905,189,2,108.28
1906,62,10,14.36
1906,56,4,153.74
1906,102,4,51.45
1906,19,2,137.13
1907,75,9,69.31
1907,136,5,71.17
1907,193,9,102.99
1908,166,7,20.96
1908,95,10,81.88
1908,37,6,107.5
1908,115,7,53.15
1909,177,1,84.93
1909,120,4,62.45
1909,69,3,120.59
1909,62,1,127.25
1910,97,7,42.17
1910,134,1,124.16
1910,62,1,108.94
1911,60,2,67.19
1911,33,4,117.29
1911,5,2,66.56
1911,158,8,129.45
1912,96,8,118.79
1912,166,1,160.68
1913,72,3,52.96
1913,7,8,186.07
1913,39,9,66.59
1913,21,6,21.02
1913,109,10,59.62
1914,105,10,130.61
1914,159,8,14.82
1915,165,3,119.35
1915,35,6,101.69
1915,179,6,135.28
1915,144,2,54.06
1915,87,7,172.93
1916,124,7,196.23
1916,158,9,129.55
1916,172,2,169.53
1916,66,8,92.65
1917,164,9,198.97
1918,122,5,165.16
1918,181,10,61.96
1918,9,5,59.29
1919,113,2,162.45
1919,157,7,90.91
1920,199,3,173.64
1920,79,3,154.41
1920,158,10,33.7
1921,92,6,69.86
1921,164,7,120.37
1921,129,10,136.34
1921,123,1,40.33
1922,65,7,97.12
1923,192,9,112.32
1923,160,9,29.31
1923,35,6,48.08
1924,124,8,63.59
1924,96,3,107.48
1924,158,5,192.47
1924,140,6,149.99
1924,105,6,114.23
1925,119,5,54.03
1925,156,7,110.31
1926,111,1,179.93
1926,108,2,65.27
1927,14,8,61.38
1928,25,9,99.39
1928,15,7,155.4
1928,39,7,15.39
1928,189,3,178.79
1929,194,5,164.9
1929,145,6,27.72
1929,41,10,143.69
1929,125,4,47.0
1930,116,9,168.87
1931,117,7,180.52
1931,181,1,174.97
1931,176,10,191.75
1931,23,1,158.78
1932,42,10,57.91
1933,127,3,180.28
1933,195,7,48.06
1933,94,3,115.21
1933,143,5,174.77
1933,151,1,106.33
1934,103,2,133.9
1934,64,7,155.43
1934,20,2,190.45
1934,174,7,143.05
1935,151,3,199.93
1935,121,2,20.73
1936,104,2,161.57
1936,122,8,195.15
1936,2,1,151.4
1937,97,10,30.8
1938,124,7,96.71
1938,59,6,95.71
1938,58,5,34.66
1939,148,9,80.18
1940,106,4,48.43
1940,14,7,32.02
1940,15,7,177.9
1940,103,8,82.75
1941,28,4,166.74
1941,154,7,116.21
1942,158,2,173.41
1942,25,5,44.27
1942,175,1,58.95
1943,120,1,104.02
1943,59,6,119.73
1943,64,1,58.77
1943,30,5,126.0
1943,25,5,109.08
1944,177,2,113.8
1944,5,6,145.69
1944,32,6,103.96
1944,188,3,95.58
1944,99,8,83.75
1945,192,2,72.27
1945,11,8,24.84
1945,56,8,51.9
1946,173,7,191.28
1946,145,5,20.64
1947,17,1,188.78
1947,27,6,100.78
1947,155,6,109.27
1948,112,6,197.91
1949,59,9,126.14
1950,121,4,183.47
1950,19,8,130.93
1950,21,5,60.88
1950,59,8,122.97
1950,71,4,148.88
1951,123,2,13.56
1951,124,2,20.67
1951,167,9,45.96
1951,191,9,149.3
1951,109,4,11.21
1952,22,4,40.28
1953,99,2,70.46
1954,36,9,123.02
1954,131,1,60.13
1954,113,8,180.79
1954,90,3,84.25
1954,9,2,92.38
1955,70,10,13.69
1955,60,10,13.11
1955,76,3,45.73
1955,185,3,135.23
1955,97,6,78.95
1956,103,5,58.93
1956,182,7,93.0
1956,160,9,188.94
1956,26,3,26.58
1957,164,10,46.13
1958,84,9,155.62
1958,141,2,197.73
1958,61,6,38.39
1958,174,5,105.05
1958,73,6,87.71
1959,173,9,68.56
1959,46,5,162.6
1960,170,6,51.17
1961,12,10,94.48
1961,117,4,154.02
1961,89,6,155.61
1961,144,10,138.91
1961,147,7,68.72
1962,12,5,21.33
1963,175,4,112.25
1963,74,5,29.79
1963,182,5,146.95
1964,55,2,152.09
1964,163,3,166.63
1965,58,4,117.56
1965,196,10,97.57
1966,35,3,198.36
1966,100,9,162.53
1967,159,9,35.18
1967,78,3,99.61
1968,75,9,14.49
1968,134,1,188.53
1968,14,4,122.33
1969,6,1,185.0
1970,150,1,154.04
1970,195,5,67.23
1970,64,3,128.26
1971,62,4,138.75
1971,106,9,136.8
1971,174,1,176.46
1972,17,5,10.81
1972,59,5,178.43
1972,35,3,177.22
1973,45,9,91.15
1973,198,8,15.25
1973,199,3,150.43
1973,145,3,35.54
1974,137,3,181.58
1974,164,10,35.7
1974,16,7,153.85
1974,87,5,40.98
1974,25,4,133.4
1975,69,7,146.13
1975,114,1,146.43
1975,175,5,113.67
1975,159,2,151.13
1975,143,6,107.15
1976,113,10,164.23
1976,184,7,77.46
1977,40,7,173.17
1977,108,1,150.99
1978,112,3,76.16
1978,116,9,104.22
1978,92,5,64.59
1978,17,6,57.66
1978,3,9,52.07
1979,116,6,48.77
1979,171,7,145.45
1980,162,2,107.79
1980,199,1,35.35
1980,55,3,107.77
1980,24,7,99.52
1981,85,9,129.18
1982,52,7,170.58
1982,158,6,46.56
1983,24,1,165.27
1983,119,3,44.53
1983,113,7,11.85
1983,131,3,137.63
1984,173,6,74.53
1984,124,4,130.76
1984,56,3,20.41
1985,192,1,42.55
1985,114,1,100.62
1985,14,2,137.74
1985,17,1,194.71
1986,51,3,199.5
1986,8,2,185.65
1986,171,2,79.66
1987,2,7,28.75
1987,21,5,167.58
1988,63,3,124.23
1989,169,6,172.12
1989,199,1,44.62
1989,25,5,20.07
1989,50,9,26.54
1990,198,6,55.34
1990,199,10,74.66
1990,114,5,12.11
1990,86,1,158.42
1991,5,6,59.96
1991,155,4,134.76
1991,131,1,198.0
1991,90,7,153.9
1991,166,3,73.05
1992,117,1,11.7
1992,141,5,33.2
1992,105,9,125.98
1992,159,10,172.68
1992,39,2,67.44
1993,16,9,28.27
1994,164,8,27.69
1994,83,4,120.21
1994,71,6,82.98
1994,27,2,100.85
1994,183,5,182.25
1995,37,10,10.1
1995,111,5,27.2
1996,137,5,45.4
1997,7,5,189.16
1997,158,8,73.6
1997,93,10,187.43
1997,111,1,162.97
1998,193,8,25.52
1998,6,4,92.86
1998,79,6,96.89
1999,52,5,26.74
1999,179,1,128.15
1999,190,6,84.64
2000,45,2,56.02
2001,82,6,123.54
2001,141,3,105.97
2001,46,9,25.4
2001,41,10,70.17
2002,158,5,66.09
2003,182,6,13.32
2003,119,2,80.74
2003,200,9,96.68
2004,83,7,61.4
2004,74,8,150.48
2005,5,7,165.2
2005,150,2,173.88
2005,150,7,105.29
2005,74,6,164.41
2006,172,6,49.75
2006,38,3,111.3
2006,175,6,186.12
2007,53,9,176.62
2008,43,8,45.06
2009,184,7,154.02
2009,156,6,193.54
2010,8,1,24.37
2010,37,5,170.36
2010,58,1,80.14
2011,130,4,94.23
2011,117,7,122.33
2011,83,7,30.52
2011,86,6,58.05
2011,131,8,102.25
2012,18,9,28.05
2012,122,8,92.87
2012,185,4,117.31
2012,15,3,188.59
2012,136,5,28.76
2013,187,7,86.12
2013,147,3,134.69
2013,162,9,50.77
2014,159,10,85.97
2014,29,4,158.16
2014,67,10,145.0
2015,162,7,61.47
2015,138,2,111.4
2015,27,3,198.86
2015,128,7,154.46
2015,198,1,166.05
2016,105,6,54.22
2016,128,1,126.28
2016,183,8,33.42
2016,185,5,157.87
2016,125,6,181.61
2017,136,8,68.06
2017,86,2,150.75
2017,155,9,100.19
2017,200,2,176.67
2018,166,3,182.02
2018,102,8,16.86
2018,132,1,80.39
2018,43,7,170.74
2019,26,2,148.12
2019,44,3,40.29
2019,137,4,124.69
2019,165,9,78.72
2020,126,5,167.19
2020,106,8,59.0
2021,106,7,29.46
2021,164,6,175.06
2022,68,1,128.33
2022,62,10,99.72
2022,6,1,42.25
2022,25,9,173.03
2023,152,3,57.71
2023,8,3,103.45
2023,151,9,169.17
2023,36,2,35.77
2023,16,1,194.31
2024,19,2,38.53
2024,151,4,73.48
2024,94,4,135.82
2025,59,1,28.97
2025,6,4,148.97
2026,89,10,136.29
2026,117,1,179.75
2027,9,10,108.37
2027,78,2,112.9
2027,56,7,64.47
2027,162,9,98.66
2028,103,4,184.59
2028,175,3,44.27
2028,151,10,29.08
2029,116,9,47.02
2029,156,2,54.87
2029,26,10,42.74
2029,138,4,83.66
2029,48,8,151.61
2030,113,4,159.7
2030,49,10,140.73
2031,74,4,166.6
2031,31,6,86.13
2031,171,6,22.52
2031,79,7,28.6
2032,61,5,122.85
2032,134,5,10.67
2032,140,9,55.69
2033,192,3,14.26
2033,13,6,47.71
2033,14,9,143.44
2034,46,4,58.45
2035,47,6,40.04
2035,63,1,180.95
2035,171,7,122.03
2036,37,8,161.99
2037,82,6,18.12
2037,9,1,39.45
2038,50,10,147.07
2039,60,9,156.76
2040,14,1,110.93
2040,189,4,104.69
2040,149,5,103.15
2040,122,3,11.72
2041,70,5,195.79
2041,106,8,193.03
2041,21,9,40.09
2041,93,1,126.02
2042,156,4,134.99
2042,196,6,36.06
2043,175,8,129.4
2043,156,1,68.81
2043,4,1,181.51
2043,71,9,68.23
2043,104,6,164.18
2044,180,10,148.2
2044,150,2,120.58
2044,157,10,104.97
2045,182,3,180.8
2046,22,7,109.58
2046,21,1,38.03
2046,174,3,36.84
2046,143,9,138.26
2047,88,5,182.79
2047,102,10,64.77
2048,190,9,86.89
2049,17,5,129.7
2049,166,5,76.2
2049,114,7,173.02
2049,122,6,87.38
2050,82,10,183.09
2050,59,3,119.01
2050,40,2,182.92
2051,136,9,55.85
2051,76,3,40.15
2052,195,4,141.14
2052,134,6,126.14
2052,115,7,132.61
2052,163,4,22.48
2052,134,10,113.38
2053,174,7,74.21
2053,133,1,115.91
2053,148,9,105.92
2054,10,5,184.4
2054,52,1,196.31
2054,174,2,32.71
2054,135,6,175.88
2055,146,6,44.08
2055,54,1,121.16
2056,96,9,81.12
2056,48,8,56.3
2056,2,4,79.86
2057,66,6,51.19
2057,100,7,186.58
2057,25,7,173.67
2058,45,5,111.45
2058,17,3,82.65
2058,72,6,31.18
2058,93,9,72.16
2058,40,5,193.77
2059,94,10,162.54
2060,173,10,24.91
2060,37,6,191.61
2060,12,2,99.11
2060,14,3,100.06
2060,139,6,24.23
2061,94,6,94.72
2061,181,6,44.44
2061,76,5,117.24
2061,174,7,18.74
2061,90,10,61.87
2062,61,7,54.43
2062,124,3,54.55
2063,35,4,41.96
2063,5,1,132.86
2064,12,6,163.43
2064,133,3,102.26
2065,191,7,40.64
2065,49,6,199.86
2065,28,4,51.42
2065,130,8,63.76
2065,101,8,35.15
2066,197,4,41.41
2066,142,2,40.08
2066,200,2,108.73
2067,50,6,74.05
2068,75,3,98.15
2068,55,1,104.38
2069,199,8,125.09
2069,69,5,173.68
2069,94,9,53.28
2069,164,2,132.84
2069,45,1,145.14
2070,53,5,125.68
2070,127,3,176.45
2070,143,2,81.72
2071,72,5,188.8
2071,173,1,59.46
2071,14,8,100.64
2071,55,1,192.86
2072,58,5,83.68
2072,78,5,139.11
2073,122,7,145.77
2074,28,3,71.34
2074,3,7,93.12
2074,41,4,55.76
2074,58,2,172.05
2074,20,4,81.84
2075,178,3,44.86
2076,130,2,152.9
2077,114,5,21.85
2078,155,6,150.73
2078,171,2,76.44
2079,56,5,55.2
2080,100,7,87.88
2080,138,2,73.64
2081,35,6,104.75
2081,93,6,82.78
2082,52,3,116.56
2083,132,8,172.31
2083,90,1,100.05
2083,188,7,141.56
2084,27,6,135.61
2084,194,4,159.71
2084,147,5,112.52
2084,144,4,141.01
2084,192,8,163.96
2085,10,5,79.3
2085,45,6,34.44
2085,142,1,124.15
2085,128,7,108.71
2086,6,9,15.18
2087,199,4,122.82
2087,191,7,44.59
2087,28,6,176.85
2087,92,6,61.18
2087,136,6,33.15
2088,66,6,83.53
2089,16,8,65.68
2089,58,9,41.9
2089,44,3,108.67
2090,142,3,99.6
2090,76,9,175.42
2090,23,2,45.95
2090,45,10,32.33
2090,14,9,147.56
